creator,product_id,data,gmv,comissao,unidades,pedidos,unid_devolvidas
laizmacaneiro,1735220480519472735,2026-06-25,99.9,7.99,1,1,0
laizmacaneiro,1735220480519472735,2026-06-26,299.7,23.97,3,2,0
laizmacaneiro,1735220480519472735,2026-06-27,99.9,7.99,1,1,0
laizmacaneiro,1735220480519472735,2026-06-28,99.9,0.0,1,1,0
laizmacaneiro,1735220480519472735,2026-06-29,299.7,15.98,3,3,1
laizmacaneiro,1735220480519472735,2026-06-30,199.8,7.99,2,2,0
laizmacaneiro,1735220480519472735,2026-07-01,199.8,7.99,2,2,0
laizmacaneiro,1735220480519472735,2026-07-02,199.8,7.99,2,2,0
laizmacaneiro,1735220480519472735,2026-07-03,189.8,7.99,2,2,0
lamarebr,1732620602328647263,2026-06-25,89.9,3.6,1,1,0
laracruzbarroso,1735220491823449695,2026-06-30,109.9,8.79,1,1,0
laramartinellidaily,1731763836201109087,2026-06-13,109.9,8.79,1,1,0
lari.fitbeauty,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
lari.quaresma,1731763836201109087,2026-06-02,89.9,7.19,1,1,0
lari.quaresma,1731763836201109087,2026-06-12,89.9,7.19,1,1,0
larissapachecoindica,1731763836201109087,2026-06-25,69.9,5.59,1,1,0
latavaresto,1731763836201109087,2026-06-14,99.9,7.99,1,1,0
leeleopoldino,1731763836201109087,2026-06-04,89.9,3.6,1,1,0
leobegnini,1731763836201109087,2026-06-04,89.9,7.19,1,1,0
leticiaalacerda,1731763836201109087,2026-07-05,99.4,0.0,1,1,0
leticiatsec,1733537963414488671,2026-06-01,329.7,26.37,3,3,0
leticiatsec,1733537963414488671,2026-06-03,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-04,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-09,109.9,8.79,1,1,0
leticiatsec,1731763836201109087,2026-06-09,109.9,8.79,1,1,0
leticiatsec,1731763836201109087,2026-06-10,89.9,7.19,1,1,0
leticiatsec,1733538126820050527,2026-06-10,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-11,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-14,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-15,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-16,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-21,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-23,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-06-27,104.4,8.35,1,1,0
leticiatsec,1733537963414488671,2026-06-28,219.8,17.58,2,2,0
leticiatsec,1733537963414488671,2026-06-29,109.9,8.79,1,1,0
leticiatsec,1733537963414488671,2026-07-01,214.3,17.14,2,2,0
leticiatsec,1733537963414488671,2026-07-02,208.8,16.7,2,2,0
lidikpf6,1731763836201109087,2026-06-01,89.9,7.19,1,1,0
lidikpf6,1731763836201109087,2026-06-03,179.8,14.38,2,2,0
lidikpf6,1731763836201109087,2026-06-04,179.8,14.38,2,2,0
lidikpf6,1731763836201109087,2026-06-05,269.7,21.57,3,3,0
lidikpf6,1731763836201109087,2026-06-06,89.9,7.19,1,1,0
lidikpf6,1731763836201109087,2026-06-07,179.8,14.38,2,2,1
lidikpf6,1731763836201109087,2026-06-09,89.9,7.19,1,1,0
lidikpf6,1731763836201109087,2026-06-11,89.9,0.0,1,1,1
lidikpf6,1731763836201109087,2026-06-15,99.9,7.99,1,1,0
lidikpf6,1731763836201109087,2026-06-25,99.9,7.99,1,1,0
liliane.martins.g,1731763836201109087,2026-06-11,89.9,7.19,1,1,0
loly.shop01,1735220480519472735,2026-06-18,99.9,7.99,1,1,0
louisecitou,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
lucianajanuario_,1735220480519472735,2026-06-02,99.9,7.99,1,1,0
lucianajanuario_,1735493389326321247,2026-06-09,189.9,15.19,1,1,0
lucianajanuario_,1732620602328647263,2026-06-12,99.9,7.99,1,1,0
lucianalemesoficial,1731763836201109087,2026-06-03,89.9,7.19,1,1,0
lucianalemesoficial,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
lucianalemesoficial,1731763836201109087,2026-06-10,109.9,8.79,1,1,0
lucianaprados84,1732620602328647263,2026-06-07,99.9,7.99,1,1,0
ludimilasantos170,1734385284273899103,2026-06-08,129.99,10.4,1,1,0
luhfujarra,1732620602328647263,2026-06-10,99.9,7.99,1,1,0
lulycastrolima,1731763836201109087,2026-07-03,188.8,17.0,2,2,0
lumenezes_indica,1731763836201109087,2026-06-01,179.8,0.0,2,1,0
maiconeandreia,1731763836201109087,2026-06-04,109.9,13.19,1,1,0
maiconeandreia,1734713315420767839,2026-06-09,99.9,11.99,1,1,0
maiconeandreia,1731763836201109087,2026-06-30,99.9,11.99,1,1,0
marcelafranciscato,1731763836201109087,2026-06-06,109.9,8.79,1,1,0
marcelafranciscato,1731763836201109087,2026-06-14,99.9,7.99,1,1,0
marcelagou_,1733690547643385439,2026-06-15,219.8,17.58,2,1,0
marcelagou_,1733690547643385439,2026-07-04,109.4,8.75,1,1,0
marcelo.o.oliveira,1731763836201109087,2026-06-04,89.9,7.19,1,1,0
marcelo.o.oliveira,1731763836201109087,2026-06-06,89.9,7.19,1,1,0
marcelo.o.oliveira,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
marcelo.o.oliveira,1735220491823449695,2026-06-08,109.9,0.0,1,1,0
mariaaugustareiss,1731763836201109087,2026-06-01,89.9,7.19,1,1,0
mariaaugustareiss,1731763836201109087,2026-06-27,199.8,15.98,2,2,0
mariaaugustareiss,1731763836201109087,2026-06-28,99.9,7.99,1,1,0
mariaclaraprr0,1735220480519472735,2026-06-03,99.9,0.0,1,1,0
mariaclaraprr0,1735220480519472735,2026-06-13,99.9,7.99,1,1,0
marianagrabwski,1731763836201109087,2026-07-01,259.89,0.0,2,1,0
marianemiguel6,1731763836201109087,2026-06-09,89.9,7.19,1,1,0
maribertulino_,1731763836201109087,2026-06-04,89.9,7.19,1,1,0
maribertulino_,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
mariellaindica,1734314781918922335,2026-06-10,109.9,8.79,1,1,0
mariellaindica,1732620602328647263,2026-06-11,99.9,7.99,1,1,0
mariellaindica,1732620602328647263,2026-06-17,99.9,7.99,1,1,0
mariellaindica,1734314781918922335,2026-06-18,109.9,8.79,1,1,0
marinatheesr,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
marinatheesr,1731763836201109087,2026-06-25,99.9,7.99,1,1,0
maritips_,1731763836201109087,2026-06-02,89.9,7.19,1,1,0
maritips_,1731763836201109087,2026-06-04,89.9,7.19,1,1,0
maritips_,1731763836201109087,2026-06-05,89.9,7.19,1,1,0
maritips_,1731763836201109087,2026-06-06,89.9,7.19,1,1,0
maritips_,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
maritips_,1731763836201109087,2026-06-12,89.9,7.19,1,1,0
maritips_,1731763836201109087,2026-06-27,259.89,20.79,2,1,0
maritips_,1731763836201109087,2026-07-01,99.9,7.99,1,1,0
maritips_,1731763836201109087,2026-07-03,99.4,7.95,1,1,0
mary.barbosa508,1731763836201109087,2026-06-03,109.9,8.79,1,1,0
matheusaps30112,1731763836201109087,2026-06-21,99.9,7.99,1,1,0
matheuslimashop,1731763836201109087,2026-06-08,179.8,0.0,2,2,0
matheuslimashop,1731763836201109087,2026-06-09,89.9,0.0,1,1,0
matheuslimashop,1731763836201109087,2026-06-11,89.9,7.19,1,1,0
matheuslimashop,1731763836201109087,2026-06-12,179.8,0.0,2,2,0
matheuslimashop,1731763836201109087,2026-06-15,199.8,0.0,2,1,0
maynaflordapele,1733690547643385439,2026-06-10,109.9,8.79,1,1,0
maynaflordapele,1731763836201109087,2026-06-19,99.9,7.99,1,1,0
meiree.laurentino,1731763836201109087,2026-06-04,179.8,14.38,2,2,1
meiree.laurentino,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
meiree.laurentino,1731763836201109087,2026-06-09,89.9,7.19,1,1,0
meiree.laurentino,1731763836201109087,2026-06-10,89.9,7.19,1,1,0
meiree.laurentino,1731763836201109087,2026-06-11,89.9,7.19,1,1,0
mitemporim.creator,1732620602328647263,2026-06-17,99.9,7.99,1,1,0
monicakarine45,1731763836201109087,2026-06-24,99.9,7.99,1,1,0
monicakarine45,1731763836201109087,2026-07-03,99.4,7.95,1,1,0
monicamendes_85,1731763836201109087,2026-06-26,99.9,0.0,1,1,0
monicap.pereira,1733690547643385439,2026-06-01,109.9,8.79,1,1,0
monicap.pereira,1733690547643385439,2026-06-03,109.9,8.79,1,1,0
monicap.pereira,1733690547643385439,2026-06-12,109.9,0.0,1,1,0
monicap.pereira,1733690547643385439,2026-06-14,219.8,0.0,2,2,0
monicap.pereira,1733690547643385439,2026-06-17,109.9,0.0,1,1,0
monikindica,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
moniquerecomenda1,1731763836201109087,2026-07-03,99.4,8.95,1,1,0
nanacasagrandi,1734190087073400415,2026-06-03,69.9,5.59,1,1,0
nanacasagrandi,1734190087073400415,2026-06-09,139.8,11.18,2,2,0
nanacasagrandi,1734190087073400415,2026-06-23,69.9,5.59,1,1,0
narasantosnunes,1731763836201109087,2026-06-02,89.9,7.19,1,1,0
nathalia.iatecola,1731763836201109087,2026-06-07,109.9,8.79,1,1,0
nati_sus,1733537963414488671,2026-06-01,109.9,13.19,1,1,0
nati_sus,1734202787355592287,2026-06-01,79.9,9.59,1,1,0
nati_sus,1733537963414488671,2026-06-03,109.9,13.19,1,1,0
nati_sus,1733537963414488671,2026-06-04,219.8,26.38,2,2,0
nati_sus,1733537963414488671,2026-06-06,219.8,26.38,2,2,0
nati_sus,1734190087073400415,2026-06-06,139.8,16.78,2,2,0
nati_sus,1733537963414488671,2026-06-08,109.9,13.19,1,1,0
nati_sus,1734202787355592287,2026-06-13,159.8,19.18,2,2,0
nati_sus,1734202787355592287,2026-06-14,319.6,38.36,4,4,0
nati_sus,1734202787355592287,2026-06-17,79.9,9.59,1,1,0
nati_sus,1733537963414488671,2026-06-20,109.9,13.19,1,1,0
nati_sus,1733537963414488671,2026-06-21,109.9,13.19,1,1,0
nati_sus,1733537963414488671,2026-06-23,99.9,11.99,1,1,0
nati_sus,1733537963414488671,2026-06-24,109.9,13.19,1,1,0
nati_sus,1733537963414488671,2026-06-26,104.4,12.53,1,1,0
nati_sus,1733537963414488671,2026-06-29,219.8,26.38,2,2,0
nati_sus,1733537963414488671,2026-06-30,109.9,13.19,1,1,0
nati_sus,1733537963414488671,2026-07-02,104.4,12.53,1,1,0
nati_sus,1733537963414488671,2026-07-04,104.4,12.53,1,1,0
nati_sus,1733537963414488671,2026-07-05,94.4,11.33,1,1,0
natmarquesvi,1734314781918922335,2026-06-01,219.8,0.0,2,2,1
natmarquesvi,1731763836201109087,2026-06-02,89.9,10.79,1,1,0
natmarquesvi,1733537963414488671,2026-06-02,109.9,13.19,1,1,1
natmarquesvi,1734314781918922335,2026-06-02,109.9,13.19,1,1,0
natmarquesvi,1731763836201109087,2026-06-03,259.7,31.17,3,3,0
natmarquesvi,1735220480519472735,2026-06-03,89.9,10.79,1,1,0
natmarquesvi,1734314781918922335,2026-06-03,219.8,13.19,2,2,1
natmarquesvi,1734314781918922335,2026-06-04,219.8,13.19,2,2,0
natmarquesvi,1731763836201109087,2026-06-04,259.7,31.17,3,3,0
natmarquesvi,1733537963414488671,2026-06-05,109.9,13.19,1,1,1
natmarquesvi,1731763836201109087,2026-06-05,174.8,20.98,2,2,1
natmarquesvi,1731763836201109087,2026-06-07,289.7,10.79,3,2,0
natmarquesvi,1731763836201109087,2026-06-09,79.9,9.59,1,1,0
natmarquesvi,1735220491823449695,2026-06-10,109.9,13.19,1,1,0
natmarquesvi,1734314781918922335,2026-06-10,109.9,13.19,1,1,0
natmarquesvi,1731763836201109087,2026-06-10,89.9,10.79,1,1,0
natmarquesvi,1731763836201109087,2026-06-11,89.9,0.0,1,1,0
natmarquesvi,1731763836201109087,2026-06-12,89.9,10.79,1,1,0
natmarquesvi,1731763836201109087,2026-06-13,179.8,21.58,2,2,0
natmarquesvi,1731763836201109087,2026-06-15,99.9,0.0,1,1,0
natmarquesvi,1734314781918922335,2026-06-17,99.9,11.99,1,1,0
natmarquesvi,1732620602328647263,2026-06-22,89.9,10.79,1,1,0
natmarquesvi,1733690547643385439,2026-06-29,104.66,12.56,1,1,0
natmarquesvi,1731763836201109087,2026-06-29,99.9,11.99,1,1,0
natmarquesvi,1731763836201109087,2026-07-02,99.4,7.95,1,1,0
nidiasantiago,1731763836201109087,2026-06-13,109.9,8.79,1,1,0
nubiarodrigues8,1731763836201109087,2026-06-14,199.8,15.98,2,2,0
numarchi,1731763836201109087,2026-06-01,279.7,10.79,3,3,0
numarchi,1731763836201109087,2026-06-02,719.2,75.53,8,8,0
numarchi,1733690547643385439,2026-06-02,109.9,13.19,1,1,0
numarchi,1732620602328647263,2026-06-02,199.8,23.98,2,2,0
numarchi,1731763836201109087,2026-06-03,739.2,53.95,8,8,1
numarchi,1734314781918922335,2026-06-03,329.7,39.57,3,3,0
numarchi,1734314781918922335,2026-06-04,219.8,13.19,2,2,0
numarchi,1731763836201109087,2026-06-04,379.6,21.58,4,4,0
numarchi,1731763836201109087,2026-06-05,899.0,53.95,10,10,0
numarchi,1732620602328647263,2026-06-05,99.9,11.99,1,1,0
numarchi,1733690547643385439,2026-06-05,109.9,13.19,1,1,0
numarchi,1734314781918922335,2026-06-06,109.9,13.19,1,1,0
numarchi,1734385284273899103,2026-06-06,259.98,31.2,2,2,0
numarchi,1731763836201109087,2026-06-07,809.1,32.37,9,6,1
numarchi,1731763836201109087,2026-06-08,649.3,34.77,7,7,0
numarchi,1734314781918922335,2026-06-08,219.8,26.38,2,2,1
numarchi,1734385284273899103,2026-06-08,129.99,15.6,1,1,0
numarchi,1731763836201109087,2026-06-09,629.3,21.58,7,7,1
numarchi,1734385284273899103,2026-06-09,129.99,15.6,1,1,0
numarchi,1731763836201109087,2026-06-10,449.5,32.37,5,5,0
numarchi,1733690547643385439,2026-06-10,109.9,13.19,1,1,0
numarchi,1731763836201109087,2026-06-11,539.4,32.37,6,6,0
numarchi,1732620602328647263,2026-06-11,99.9,11.99,1,1,0
numarchi,1731763836201109087,2026-06-12,449.5,10.79,5,5,0
numarchi,1731763836201109087,2026-06-13,809.1,75.53,9,7,0
numarchi,1732631840860243551,2026-06-13,99.9,11.99,1,1,0
numarchi,1731763836201109087,2026-06-14,199.8,11.99,2,2,0
numarchi,1731763836201109087,2026-06-15,199.8,23.98,2,2,0
numarchi,1731763836201109087,2026-06-16,499.5,35.97,5,5,0
numarchi,1731763836201109087,2026-06-17,199.8,11.99,2,2,0
numarchi,1732620602328647263,2026-06-17,99.9,11.99,1,1,0
numarchi,1733690547643385439,2026-06-17,109.9,13.19,1,1,0
numarchi,1732631840860243551,2026-06-17,99.9,11.99,1,1,0
numarchi,1731763836201109087,2026-06-18,199.8,0.0,2,2,0
numarchi,1734385284273899103,2026-06-18,129.99,15.6,1,1,0
numarchi,1731763836201109087,2026-06-19,199.8,11.99,2,2,0
numarchi,1734385284273899103,2026-06-19,129.99,15.6,1,1,0
numarchi,1731763836201109087,2026-06-20,99.9,0.0,1,1,0
numarchi,1732620602328647263,2026-06-21,199.8,11.99,2,2,0
numarchi,1731763836201109087,2026-06-21,199.8,23.98,2,2,0
numarchi,1733690547643385439,2026-06-21,109.9,13.19,1,1,0
numarchi,1731763836201109087,2026-06-22,299.7,11.99,3,3,0
numarchi,1734638981592876639,2026-06-24,79.9,9.59,1,1,0
numarchi,1731763836201109087,2026-06-26,689.3,35.97,7,7,0
numarchi,1731763836201109087,2026-06-27,99.9,0.0,1,1,0
numarchi,1734385284273899103,2026-06-30,129.99,15.6,1,1,0
numarchi,1731763836201109087,2026-07-01,599.4,23.98,6,6,0
numarchi,1731763836201109087,2026-07-02,308.2,23.86,3,3,0
numarchi,1734385284273899103,2026-07-02,78.75,9.45,1,1,0
numarchi,1731763836201109087,2026-07-03,198.8,11.93,2,2,0
numarchi,1731763836201109087,2026-07-04,477.5,45.38,5,5,0
numarchi,1732620602328647263,2026-07-04,99.9,11.99,1,1,0
numarchi,1731763836201109087,2026-07-05,298.2,23.86,3,3,0
numarchi,1734638981592876639,2026-07-05,79.4,9.53,1,1,0
numarchi,1734385284273899103,2026-07-05,78.75,9.45,1,1,0
numarchi,1734385284273899103,2026-07-06,78.75,9.45,1,1,0
oiariel,1733537963414488671,2026-06-02,219.8,17.58,2,2,0
oiariel,1733537963414488671,2026-06-03,219.8,17.58,2,2,0
pam.wk,1733690547643385439,2026-06-15,109.9,0.0,1,1,0
pati.vitrine,1731763836201109087,2026-06-14,299.7,23.97,3,1,3
pattylazzarotto,1735220480519472735,2026-06-01,99.9,0.0,1,1,0
pattylazzarotto,1731763836201109087,2026-06-01,89.9,10.79,1,1,0
pattylazzarotto,1731763836201109087,2026-06-02,359.6,0.0,4,4,0
pattylazzarotto,1735220480519472735,2026-06-02,99.9,11.99,1,1,0
pattylazzarotto,1731763836201109087,2026-06-03,539.4,43.16,6,6,0
pattylazzarotto,1731763836201109087,2026-06-04,629.3,21.58,7,7,2
pattylazzarotto,1735220480519472735,2026-06-04,99.9,0.0,1,1,1
pattylazzarotto,1731763836201109087,2026-06-05,269.7,32.37,3,3,0
pattylazzarotto,1735220480519472735,2026-06-05,99.9,0.0,1,1,0
pattylazzarotto,1731763836201109087,2026-06-06,199.8,23.98,2,2,0
pattylazzarotto,1731763836201109087,2026-06-07,449.5,43.16,5,5,0
pattylazzarotto,1731763836201109087,2026-06-08,449.5,10.79,5,5,0
pattylazzarotto,1732956787016435295,2026-06-08,149.9,17.99,1,1,0
pattylazzarotto,1731763836201109087,2026-06-09,988.9,21.58,11,11,0
pattylazzarotto,1735220480519472735,2026-06-09,199.8,0.0,2,2,0
pattylazzarotto,1733690547643385439,2026-06-10,109.9,13.19,1,1,0
pattylazzarotto,1731763836201109087,2026-06-10,809.1,43.16,9,7,0
pattylazzarotto,1731763836201109087,2026-06-11,539.4,21.58,6,6,1
pattylazzarotto,1731763836201109087,2026-06-12,809.1,64.74,9,8,0
pattylazzarotto,1735220480519472735,2026-06-12,99.9,11.99,1,1,0
pattylazzarotto,1731763836201109087,2026-06-13,609.49,51.57,6,6,1
pattylazzarotto,1731763836201109087,2026-06-14,99.9,11.99,1,1,1
pattylazzarotto,1733491089938155103,2026-06-15,109.9,13.19,1,1,0
pattylazzarotto,1734638981592876639,2026-06-15,79.9,9.59,1,1,0
pattylazzarotto,1731763836201109087,2026-06-15,399.6,47.96,4,4,1
pattylazzarotto,1731763836201109087,2026-06-16,389.6,0.0,4,4,0
pattylazzarotto,1731763836201109087,2026-06-17,199.8,0.0,2,2,0
pattylazzarotto,1733690547643385439,2026-06-17,109.9,0.0,1,1,1
pattylazzarotto,1731763836201109087,2026-06-18,99.9,11.99,1,1,1
pattylazzarotto,1731763836201109087,2026-06-19,99.9,11.99,1,1,0
pattylazzarotto,1731763836201109087,2026-06-20,99.9,0.0,1,1,0
pattylazzarotto,1733537963414488671,2026-06-21,109.9,13.19,1,1,0
pattylazzarotto,1731763836201109087,2026-06-21,199.8,11.99,2,2,0
pattylazzarotto,1735220480519472735,2026-06-21,99.9,11.99,1,1,0
pattylazzarotto,1731763836201109087,2026-06-22,99.9,0.0,1,1,0
pattylazzarotto,1731763836201109087,2026-06-23,99.9,11.99,1,1,0
pattylazzarotto,1731763836201109087,2026-06-24,499.5,11.99,5,5,0
pattylazzarotto,1731763836201109087,2026-06-25,189.8,11.99,2,2,0
pattylazzarotto,1731763836201109087,2026-06-26,399.6,23.98,4,4,0
pattylazzarotto,1731763836201109087,2026-06-27,399.6,35.97,4,4,0
pattylazzarotto,1731763836201109087,2026-06-28,399.6,23.98,4,4,0
pattylazzarotto,1731763836201109087,2026-06-29,199.8,23.98,2,1,0
pattylazzarotto,1731763836201109087,2026-06-30,99.9,0.0,1,1,0
pattylazzarotto,1734638981592876639,2026-07-01,79.9,9.59,1,1,0
pattylazzarotto,1731763836201109087,2026-07-01,299.7,23.98,3,3,0
pattylazzarotto,1731763836201109087,2026-07-02,508.0,11.93,5,4,0
pattylazzarotto,1731763836201109087,2026-07-03,298.2,23.86,3,3,0
pattylazzarotto,1731763836201109087,2026-07-04,397.6,11.93,4,4,0
pattylazzarotto,1731763836201109087,2026-07-05,487.0,11.93,5,5,0
paulasinelli,1731763836201109087,2026-06-03,219.8,17.58,2,2,1
petrianemoreira,1731763836201109087,2026-07-05,99.4,8.95,1,1,0
pobrepreemium,1731763836201109087,2026-06-06,79.9,6.39,1,1,0
pollyanna.andrade.s,1731763836201109087,2026-06-17,79.9,6.39,1,1,0
promodaamel,1731763836201109087,2026-06-30,99.9,7.99,1,1,0
psi.mirellarodrigues,1731763836201109087,2026-06-01,79.9,9.59,1,1,0
psi.mirellarodrigues,1731763836201109087,2026-06-05,79.9,9.59,1,1,0
psi.mirellarodrigues,1731763836201109087,2026-06-06,79.9,9.59,1,1,0
psi.mirellarodrigues,1733690547643385439,2026-06-13,109.9,13.19,1,1,0
quidottiana,1733537963414488671,2026-06-07,109.9,8.79,1,1,0
quidottiana,1733537963414488671,2026-06-26,100.77,8.06,1,1,0
rafaeleviviana,1731763836201109087,2026-06-20,99.9,7.99,1,1,0
rafaellaescorel,1731763836201109087,2026-06-01,99.9,7.99,1,1,1
rafaellaescorel,1731763836201109087,2026-06-05,109.9,0.0,1,1,0
rafaellaescorel,1731763836201109087,2026-06-06,89.9,7.19,1,1,0
rafaellaescorel,1731763836201109087,2026-06-07,109.9,0.0,1,1,0
rafaellaescorel,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
raianaoikiacreatorshop,1731763836201109087,2026-06-04,89.9,7.19,1,1,0
realmente_thais,1731763836201109087,2026-06-07,109.9,8.79,1,1,0
renatamendes1506,1731763836201109087,2026-06-09,89.9,7.19,1,1,0
reventorim,1735220480519472735,2026-06-09,99.9,7.99,1,1,0
robertakguilherme,1733690547643385439,2026-06-05,109.9,8.79,1,1,0
robertavidareal7,1731763836201109087,2026-06-09,89.9,7.19,1,1,0
robertavidareal7,1731763836201109087,2026-06-11,79.9,6.39,1,1,0
robertavidareal7,1732620602328647263,2026-06-12,79.9,6.39,1,1,0
rosalles19,1731763836201109087,2026-06-17,99.9,7.99,1,1,0
rosalles19,1731763836201109087,2026-07-05,99.4,7.95,1,1,0
roseli_mariadesouza,1731763836201109087,2026-07-03,79.9,7.19,1,1,0
rosi_furlan,1731763836201109087,2026-06-03,89.9,7.19,1,1,0
rotinadacp,1735220480519472735,2026-06-17,99.9,7.99,1,1,0
sabrine.aranha,1731763836201109087,2026-06-06,89.9,7.19,1,1,0
sandragaya,1735220480519472735,2026-06-06,99.9,7.99,1,1,0
sandramaraalvesosti,1731763836201109087,2026-06-06,109.9,8.79,1,1,0
sandycrisugc,1734202787355592287,2026-06-19,319.6,25.56,4,3,0
shellesoares,1731763836201109087,2026-07-04,99.4,8.95,1,1,0
shop.achadinhosss,1731763836201109087,2026-06-11,89.9,7.19,1,1,0
shoptiktokcreator,1731763836201109087,2026-06-13,89.9,7.19,1,1,0
silsantiagotrc,1731763836201109087,2026-06-05,169.8,13.58,2,2,0
silsantiagotrc,1731763836201109087,2026-06-07,359.6,28.76,4,4,0
silsantiagotrc,1731763836201109087,2026-06-10,179.8,14.38,2,2,0
silsantiagotrc,1731763836201109087,2026-06-12,359.6,28.76,4,4,0
silsantiagotrc,1731763836201109087,2026-06-16,399.6,31.96,4,4,0
silsantiagotrc,1731763836201109087,2026-06-17,99.9,7.99,1,1,1
silsantiagotrc,1731763836201109087,2026-06-18,99.9,7.99,1,1,0
silsantiagotrc,1731763836201109087,2026-06-21,99.9,7.99,1,1,0
silsantiagotrc,1731763836201109087,2026-06-22,99.9,7.99,1,1,0
silsantiagotrc,1731763836201109087,2026-06-24,99.9,7.99,1,1,0
silsantiagotrc,1731763836201109087,2026-06-25,99.9,7.99,1,1,0
silsantiagotrc,1731763836201109087,2026-06-30,99.9,7.99,1,1,0
silsantiagotrc,1731763836201109087,2026-07-03,109.4,8.75,1,1,0
silsantiagotrc,1731763836201109087,2026-07-04,99.4,7.95,1,1,0
silsantiagotrc,1731763836201109087,2026-07-05,397.6,31.8,4,3,0
sobrevidadecasal,1733537963414488671,2026-06-04,109.9,8.79,1,1,0
sol_campos10,1732631840860243551,2026-06-23,99.9,7.99,1,1,0
someoneduda,1731763836201109087,2026-06-01,99.9,7.99,1,1,0
someoneduda,1731763836201109087,2026-06-02,179.8,14.38,2,2,0
someoneduda,1731763836201109087,2026-06-03,269.7,14.38,3,3,0
someoneduda,1731763836201109087,2026-06-04,539.4,28.76,6,6,0
someoneduda,1731763836201109087,2026-06-05,449.5,28.76,5,5,0
someoneduda,1731763836201109087,2026-06-06,359.6,14.38,4,4,0
someoneduda,1731763836201109087,2026-06-07,899.0,64.71,10,10,1
someoneduda,1731763836201109087,2026-06-08,269.7,7.19,3,3,1
someoneduda,1731763836201109087,2026-06-09,359.6,7.19,4,4,0
someoneduda,1731763836201109087,2026-06-10,629.3,14.38,7,7,2
someoneduda,1731763836201109087,2026-06-11,719.2,14.38,8,8,1
someoneduda,1731763836201109087,2026-06-12,89.9,0.0,1,1,0
someoneduda,1731763836201109087,2026-06-13,539.4,28.76,6,6,0
someoneduda,1731763836201109087,2026-06-14,199.8,15.98,2,2,0
someoneduda,1731763836201109087,2026-06-16,399.6,23.97,4,4,0
someoneduda,1731763836201109087,2026-06-17,299.7,9.99,3,3,0
someoneduda,1731763836201109087,2026-06-18,99.9,0.0,1,1,0
someoneduda,1731763836201109087,2026-06-19,209.8,10.99,2,2,0
someoneduda,1731763836201109087,2026-06-20,99.9,9.99,1,1,0
someoneduda,1731763836201109087,2026-06-21,299.7,9.99,3,3,0
someoneduda,1731763836201109087,2026-06-22,399.6,29.97,4,4,0
someoneduda,1731763836201109087,2026-06-23,99.9,0.0,1,1,0
someoneduda,1731763836201109087,2026-06-24,89.9,0.0,1,1,0
someoneduda,1731763836201109087,2026-06-26,299.7,9.99,3,3,0
someoneduda,1731763836201109087,2026-06-30,99.9,9.99,1,1,0
someoneduda,1731763836201109087,2026-07-01,299.7,19.98,3,3,0
someoneduda,1731763836201109087,2026-07-02,587.9,28.87,6,6,0
someoneduda,1731763836201109087,2026-07-03,298.2,19.88,3,3,0
someoneduda,1731763836201109087,2026-07-04,397.6,29.82,4,4,0
someoneduda,1731763836201109087,2026-07-05,298.2,19.88,3,3,0
sougabrielaneves,1731763836201109087,2026-06-05,89.9,7.19,1,1,0
sougabrielaneves,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
stefaniemelo12,1731763836201109087,2026-06-02,89.9,7.19,1,1,0
suhtiktokshop,1731763836201109087,2026-06-07,89.9,0.0,1,1,0
suhtiktokshop,1731763836201109087,2026-06-11,89.9,7.19,1,1,1
suhtiktokshop,1731763836201109087,2026-06-19,209.8,0.0,2,1,0
suhtiktokshop,1731763836201109087,2026-06-20,99.9,0.0,1,1,0
suhtiktokshop,1731763836201109087,2026-06-29,2876.4,230.04,36,36,1
suhtiktokshop,1731763836201109087,2026-06-30,79.9,6.39,1,1,0
suhtiktokshop,1731763836201109087,2026-07-02,79.9,7.19,1,1,0
suhtiktokshop,1731763836201109087,2026-07-05,99.4,8.95,1,1,0
suzane.ganga,1731763836201109087,2026-06-15,879.1,7.99,9,9,0
suzane.ganga,1731763836201109087,2026-06-16,599.4,23.97,6,6,0
suzane.ganga,1731763836201109087,2026-06-21,199.8,0.0,2,2,0
suzane.ganga,1731763836201109087,2026-06-22,199.8,15.98,2,2,0
